Step,X,Y,Z,Species
0,31.29,11.175,6.705,LiFSI
0,33.525,8.94,4.47,FSDEE
0,31.29,11.175,4.47,LiFSI
0,31.29,8.94,6.705,FSDEE
0,32.4075,10.0575,5.5875,LiFSI
0,34.6425,10.0575,5.5875,FSDEE
0,34.6425,10.0575,7.8225,LiFSI
0,32.4075,12.2925,7.8225,LiFSI
0,34.6425,12.2925,7.8225,FSDEE
0,35.76,8.94,4.47,Li_Metal
0,37.995,11.175,6.705,Li_Metal
0,37.995,11.175,4.47,FSDEE
0,37.995,8.94,6.705,LiFSI
0,35.76,11.175,6.705,FSDEE
0,37.995,8.94,4.47,FSDEE
0,35.76,11.175,4.47,LiFSI
0,35.76,8.94,6.705,FSDEE
0,36.8775,10.0575,5.5875,FSDEE
0,36.8775,12.2925,5.5875,LiFSI
0,36.8775,10.0575,7.8225,FSDEE
0,39.1125,10.0575,7.8225,LiFSI
0,36.8775,12.2925,7.8225,LiFSI
0,39.1125,12.2925,7.8225,FSDEE
0,40.23,8.94,4.47,Li_Metal
0,42.465,11.175,6.705,Li_Metal
0,42.465,11.175,4.47,FSDEE
0,42.465,8.94,6.705,FSDEE
0,40.23,11.175,6.705,LiFSI
0,42.465,8.94,4.47,FSDEE
0,40.23,8.94,6.705,LiFSI
0,41.3475,10.0575,5.5875,FSDEE
0,43.5825,10.0575,5.5875,FSDEE
0,41.3475,12.2925,5.5875,LiFSI
0,41.3475,10.0575,7.8225,FSDEE
0,41.3475,12.2925,7.8225,LiFSI
0,43.5825,12.2925,7.8225,LiFSI
0,0,13.41,4.47,Li_Metal
0,2.235,15.645,6.705,Li_Metal
0,2.235,15.645,4.47,FSDEE
0,2.235,13.41,6.705,LiFSI
0,0,15.645,6.705,LiFSI
0,2.235,13.41,4.47,LiFSI
0,0,15.645,4.47,FSDEE
0,0,13.41,6.705,LiFSI
0,1.1175,14.5275,5.5875,FSDEE
0,3.3525,14.5275,5.5875,FSDEE
0,1.1175,16.7625,5.5875,FSDEE
0,1.1175,14.5275,7.8225,FSDEE
0,3.3525,16.7625,5.5875,FSDEE
0,3.3525,14.5275,7.8225,FSDEE
0,1.1175,16.7625,7.8225,LiFSI
0,3.3525,16.7625,7.8225,FSDEE
0,4.47,13.41,4.47,Li_Metal
0,6.705,15.645,6.705,Li_Metal
0,6.705,15.645,4.47,FSDEE
0,4.47,15.645,6.705,FSDEE
0,6.705,13.41,4.47,FSDEE
0,4.47,15.645,4.47,LiFSI
0,4.47,13.41,6.705,FSDEE
0,5.5875,14.5275,5.5875,FSDEE
0,7.8225,14.5275,5.5875,LiFSI
0,5.5875,16.7625,5.5875,FSDEE
0,5.5875,14.5275,7.8225,FSDEE
0,7.8225,16.7625,5.5875,FSDEE
0,7.8225,14.5275,7.8225,FSDEE
0,5.5875,16.7625,7.8225,FSDEE
0,8.94,13.41,4.47,Li_Metal
0,11.175,15.645,6.705,Li_Metal
0,11.175,15.645,4.47,FSDEE
0,11.175,13.41,6.705,FSDEE
0,8.94,15.645,6.705,FSDEE
0,11.175,13.41,4.47,LiFSI
0,8.94,15.645,4.47,LiFSI
0,10.0575,14.5275,5.5875,FSDEE
0,12.2925,14.5275,5.5875,FSDEE
0,10.0575,16.7625,5.5875,FSDEE
0,12.2925,16.7625,5.5875,FSDEE
0,12.2925,14.5275,7.8225,FSDEE
0,10.0575,16.7625,7.8225,FSDEE
0,12.2925,16.7625,7.8225,LiFSI
0,13.41,13.41,4.47,Li_Metal
0,15.645,15.645,6.705,Li_Metal
0,15.645,15.645,4.47,FSDEE
0,15.645,13.41,6.705,LiFSI
0,13.41,15.645,6.705,FSDEE
0,13.41,15.645,4.47,FSDEE
0,13.41,13.41,6.705,FSDEE
0,14.5275,14.5275,5.5875,FSDEE
0,16.7625,14.5275,5.5875,FSDEE
0,14.5275,16.7625,5.5875,LiFSI
0,14.5275,14.5275,7.8225,FSDEE
0,16.7625,16.7625,5.5875,FSDEE
0,16.7625,14.5275,7.8225,FSDEE
0,14.5275,16.7625,7.8225,FSDEE
0,16.7625,16.7625,7.8225,FSDEE
0,17.88,13.41,4.47,Li_Metal
0,20.115,15.645,6.705,Li_Metal
0,20.115,15.645,4.47,LiFSI
0,20.115,13.41,6.705,LiFSI
0,20.115,13.41,4.47,FSDEE
0,17.88,15.645,4.47,FSDEE
0,17.88,13.41,6.705,FSDEE
0,18.9975,14.5275,5.5875,LiFSI
0,21.2325,14.5275,5.5875,FSDEE
0,18.9975,16.7625,5.5875,LiFSI
0,18.9975,14.5275,7.8225,FSDEE
0,21.2325,14.5275,7.8225,FSDEE
0,18.9975,16.7625,7.8225,FSDEE
0,22.35,13.41,4.47,Li_Metal
0,24.585,15.645,6.705,Li_Metal
0,24.585,15.645,4.47,FSDEE
0,24.585,13.41,6.705,LiFSI
0,22.35,15.645,6.705,FSDEE
0,22.35,15.645,4.47,FSDEE
0,22.35,13.41,6.705,FSDEE
0,23.4675,14.5275,5.5875,FSDEE
0,25.7025,14.5275,5.5875,FSDEE
0,23.4675,16.7625,5.5875,FSDEE
0,25.7025,16.7625,5.5875,FSDEE
0,25.7025,14.5275,7.8225,FSDEE
0,23.4675,16.7625,7.8225,FSDEE
0,25.7025,16.7625,7.8225,FSDEE
0,26.82,13.41,4.47,Li_Metal
0,29.055,15.645,6.705,Li_Metal
0,29.055,15.645,4.47,LiFSI
0,29.055,13.41,6.705,FSDEE
0,26.82,15.645,6.705,FSDEE
0,29.055,13.41,4.47,FSDEE
0,27.9375,14.5275,5.5875,FSDEE
0,30.1725,14.5275,5.5875,FSDEE
0,27.9375,16.7625,5.5875,FSDEE
0,27.9375,14.5275,7.8225,FSDEE
0,30.1725,14.5275,7.8225,LiFSI
0,30.1725,16.7625,7.8225,FSDEE
0,31.29,13.41,4.47,Li_Metal
0,33.525,15.645,6.705,Li_Metal
0,33.525,15.645,4.47,FSDEE
0,33.525,13.41,6.705,FSDEE
0,31.29,15.645,6.705,LiFSI
0,33.525,13.41,4.47,LiFSI
0,31.29,15.645,4.47,FSDEE
0,31.29,13.41,6.705,FSDEE
0,32.4075,14.5275,5.5875,FSDEE
0,34.6425,14.5275,5.5875,LiFSI
0,32.4075,16.7625,5.5875,FSDEE
0,32.4075,14.5275,7.8225,FSDEE
0,34.6425,16.7625,5.5875,FSDEE
0,34.6425,14.5275,7.8225,FSDEE
0,32.4075,16.7625,7.8225,FSDEE
0,35.76,13.41,4.47,Li_Metal
0,37.995,15.645,6.705,Li_Metal
0,37.995,15.645,4.47,FSDEE
0,35.76,15.645,6.705,FSDEE
0,37.995,13.41,4.47,LiFSI
0,35.76,15.645,4.47,FSDEE
0,35.76,13.41,6.705,LiFSI
0,36.8775,14.5275,5.5875,FSDEE
0,39.1125,14.5275,5.5875,FSDEE
0,36.8775,16.7625,5.5875,FSDEE
0,36.8775,14.5275,7.8225,FSDEE
0,39.1125,16.7625,5.5875,FSDEE
0,36.8775,16.7625,7.8225,FSDEE
0,39.1125,16.7625,7.8225,FSDEE
0,40.23,13.41,4.47,Li_Metal
0,42.465,15.645,6.705,Li_Metal
0,42.465,15.645,4.47,FSDEE
0,42.465,13.41,6.705,FSDEE
0,42.465,13.41,4.47,FSDEE
0,40.23,13.41,6.705,LiFSI
0,43.5825,14.5275,5.5875,LiFSI
0,41.3475,16.7625,5.5875,FSDEE
0,41.3475,14.5275,7.8225,FSDEE
0,43.5825,16.7625,5.5875,FSDEE
0,43.5825,14.5275,7.8225,FSDEE
0,43.5825,16.7625,7.8225,FSDEE
0,0,17.88,4.47,Li_Metal
0,2.235,20.115,6.705,Li_Metal
0,2.235,20.115,4.47,FSDEE
0,2.235,17.88,6.705,FSDEE
0,0,20.115,6.705,FSDEE
0,2.235,17.88,4.47,FSDEE
0,0,20.115,4.47,FSDEE
0,0,17.88,6.705,FSDEE
0,3.3525,18.9975,5.5875,FSDEE
0,1.1175,21.2325,5.5875,FSDEE
0,1.1175,18.9975,7.8225,FSDEE
0,3.3525,21.2325,5.5875,FSDEE
0,3.3525,18.9975,7.8225,FSDEE
0,1.1175,21.2325,7.8225,LiFSI
0,3.3525,21.2325,7.8225,FSDEE
0,4.47,17.88,4.47,Li_Metal
0,6.705,20.115,6.705,Li_Metal
0,6.705,20.115,4.47,LiFSI
0,6.705,17.88,6.705,FSDEE
0,4.47,20.115,6.705,FSDEE
0,6.705,17.88,4.47,FSDEE
0,4.47,20.115,4.47,LiFSI
0,4.47,17.88,6.705,LiFSI
0,5.5875,18.9975,5.5875,LiFSI
0,7.8225,18.9975,5.5875,FSDEE
0,5.5875,21.2325,5.5875,FSDEE
0,5.5875,21.2325,7.8225,LiFSI
0,7.8225,21.2325,7.8225,LiFSI
0,8.94,17.88,4.47,Li_Metal
0,11.175,20.115,6.705,Li_Metal
0,11.175,20.115,4.47,FSDEE
0,8.94,20.115,6.705,LiFSI
0,11.175,17.88,4.47,FSDEE
0,8.94,17.88,6.705,FSDEE
0,10.0575,18.9975,5.5875,FSDEE
0,12.2925,18.9975,5.5875,FSDEE
0,10.0575,21.2325,5.5875,FSDEE
0,10.0575,18.9975,7.8225,FSDEE
0,12.2925,21.2325,5.5875,FSDEE
0,12.2925,18.9975,7.8225,FSDEE
0,10.0575,21.2325,7.8225,FSDEE
0,12.2925,21.2325,7.8225,FSDEE
0,13.41,17.88,4.47,Li_Metal
0,15.645,20.115,6.705,Li_Metal
0,15.645,20.115,4.47,FSDEE
0,15.645,17.88,6.705,LiFSI
0,13.41,20.115,6.705,LiFSI
0,15.645,17.88,4.47,FSDEE
0,13.41,20.115,4.47,FSDEE
0,13.41,17.88,6.705,LiFSI
0,16.7625,18.9975,5.5875,FSDEE
0,14.5275,21.2325,5.5875,FSDEE
0,14.5275,18.9975,7.8225,FSDEE
0,16.7625,18.9975,7.8225,FSDEE
0,14.5275,21.2325,7.8225,LiFSI
0,17.88,17.88,4.47,Li_Metal
0,20.115,20.115,6.705,Li_Metal
0,20.115,17.88,6.705,FSDEE
0,17.88,20.115,6.705,LiFSI
0,20.115,17.88,4.47,FSDEE
0,17.88,17.88,6.705,FSDEE
0,18.9975,18.9975,5.5875,FSDEE
0,21.2325,18.9975,5.5875,FSDEE
0,18.9975,21.2325,5.5875,FSDEE
0,18.9975,18.9975,7.8225,FSDEE
0,21.2325,21.2325,5.5875,FSDEE
0,21.2325,18.9975,7.8225,FSDEE
0,18.9975,21.2325,7.8225,FSDEE
0,21.2325,21.2325,7.8225,FSDEE
0,22.35,17.88,4.47,Li_Metal
0,24.585,20.115,6.705,Li_Metal
0,24.585,20.115,4.47,LiFSI
0,24.585,17.88,6.705,FSDEE
0,22.35,20.115,6.705,FSDEE
0,24.585,17.88,4.47,FSDEE
0,22.35,20.115,4.47,LiFSI
0,22.35,17.88,6.705,FSDEE
0,23.4675,18.9975,5.5875,LiFSI
0,25.7025,18.9975,5.5875,FSDEE
0,23.4675,21.2325,5.5875,FSDEE
0,23.4675,18.9975,7.8225,FSDEE
0,25.7025,18.9975,7.8225,FSDEE
0,25.7025,21.2325,7.8225,LiFSI
0,26.82,17.88,4.47,Li_Metal
0,29.055,20.115,6.705,Li_Metal
0,29.055,20.115,4.47,LiFSI
0,26.82,20.115,6.705,LiFSI
0,29.055,17.88,4.47,FSDEE
0,26.82,20.115,4.47,LiFSI
0,26.82,17.88,6.705,FSDEE
0,27.9375,18.9975,5.5875,LiFSI
0,30.1725,18.9975,5.5875,FSDEE
0,27.9375,21.2325,5.5875,FSDEE
0,27.9375,18.9975,7.8225,FSDEE
0,30.1725,21.2325,5.5875,FSDEE
0,30.1725,18.9975,7.8225,FSDEE
0,31.29,17.88,4.47,Li_Metal
0,33.525,20.115,6.705,Li_Metal
0,33.525,20.115,4.47,FSDEE
0,33.525,17.88,6.705,FSDEE
0,31.29,20.115,4.47,FSDEE
0,31.29,17.88,6.705,LiFSI
0,32.4075,18.9975,5.5875,FSDEE
0,32.4075,21.2325,5.5875,FSDEE
0,32.4075,18.9975,7.8225,FSDEE
0,34.6425,21.2325,5.5875,FSDEE
0,34.6425,18.9975,7.8225,FSDEE
0,34.6425,21.2325,7.8225,FSDEE
0,35.76,17.88,4.47,Li_Metal
0,37.995,20.115,6.705,Li_Metal
0,37.995,20.115,4.47,FSDEE
0,37.995,17.88,6.705,LiFSI
0,35.76,20.115,6.705,FSDEE
0,37.995,17.88,4.47,LiFSI
0,35.76,20.115,4.47,FSDEE
0,35.76,17.88,6.705,FSDEE
0,36.8775,18.9975,5.5875,FSDEE
0,36.8775,21.2325,5.5875,FSDEE
0,36.8775,18.9975,7.8225,FSDEE
0,39.1125,18.9975,7.8225,FSDEE
0,36.8775,21.2325,7.8225,FSDEE
0,39.1125,21.2325,7.8225,FSDEE
0,40.23,17.88,4.47,Li_Metal
0,42.465,20.115,6.705,Li_Metal
0,42.465,17.88,6.705,FSDEE
0,40.23,20.115,6.705,FSDEE
0,42.465,17.88,4.47,FSDEE
0,40.23,20.115,4.47,FSDEE
0,40.23,17.88,6.705,FSDEE
0,41.3475,18.9975,5.5875,FSDEE
0,43.5825,18.9975,5.5875,FSDEE
0,41.3475,21.2325,5.5875,FSDEE
0,41.3475,18.9975,7.8225,LiFSI
0,43.5825,21.2325,5.5875,FSDEE
0,43.5825,18.9975,7.8225,FSDEE
0,41.3475,21.2325,7.8225,FSDEE
0,43.5825,21.2325,7.8225,FSDEE
0,0,22.35,4.47,Li_Metal
0,2.235,24.585,6.705,Li_Metal
0,2.235,24.585,4.47,FSDEE
0,2.235,22.35,6.705,FSDEE
0,0,24.585,6.705,FSDEE
0,2.235,22.35,4.47,FSDEE
0,0,24.585,4.47,FSDEE
0,0,22.35,6.705,FSDEE
0,1.1175,23.4675,5.5875,FSDEE
0,3.3525,23.4675,5.5875,FSDEE
0,1.1175,25.7025,5.5875,FSDEE
0,1.1175,23.4675,7.8225,FSDEE
0,3.3525,25.7025,5.5875,FSDEE
0,3.3525,23.4675,7.8225,FSDEE
0,1.1175,25.7025,7.8225,FSDEE
0,3.3525,25.7025,7.8225,FSDEE
0,4.47,22.35,4.47,Li_Metal
0,6.705,24.585,6.705,Li_Metal
0,6.705,24.585,4.47,FSDEE
0,6.705,22.35,6.705,FSDEE
0,4.47,24.585,6.705,FSDEE
0,6.705,22.35,4.47,FSDEE
0,4.47,22.35,6.705,FSDEE
0,5.5875,23.4675,5.5875,FSDEE
0,5.5875,25.7025,5.5875,FSDEE
0,5.5875,23.4675,7.8225,FSDEE
0,7.8225,23.4675,7.8225,FSDEE
0,5.5875,25.7025,7.8225,FSDEE
0,8.94,22.35,4.47,Li_Metal
0,11.175,24.585,6.705,Li_Metal
0,11.175,22.35,6.705,LiFSI
0,8.94,24.585,6.705,FSDEE
0,11.175,22.35,4.47,FSDEE
0,8.94,24.585,4.47,FSDEE
0,8.94,22.35,6.705,FSDEE
0,10.0575,23.4675,5.5875,LiFSI
0,12.2925,23.4675,5.5875,LiFSI
0,10.0575,23.4675,7.8225,FSDEE
0,12.2925,23.4675,7.8225,FSDEE
0,13.41,22.35,4.47,Li_Metal
0,15.645,24.585,6.705,Li_Metal
0,15.645,24.585,4.47,LiFSI
0,15.645,22.35,6.705,FSDEE
0,13.41,22.35,6.705,FSDEE
0,14.5275,23.4675,5.5875,FSDEE
0,16.7625,23.4675,5.5875,FSDEE
0,14.5275,25.7025,5.5875,FSDEE
0,14.5275,23.4675,7.8225,FSDEE
0,16.7625,25.7025,5.5875,LiFSI
0,16.7625,23.4675,7.8225,LiFSI
0,14.5275,25.7025,7.8225,FSDEE
0,16.7625,25.7025,7.8225,FSDEE
0,17.88,22.35,4.47,Li_Metal
0,20.115,24.585,6.705,Li_Metal
0,20.115,24.585,4.47,FSDEE
0,20.115,22.35,6.705,FSDEE
0,17.88,24.585,6.705,FSDEE
0,20.115,22.35,4.47,LiFSI
0,17.88,24.585,4.47,FSDEE
0,18.9975,23.4675,5.5875,FSDEE
0,21.2325,23.4675,5.5875,FSDEE
0,18.9975,25.7025,5.5875,FSDEE
0,18.9975,23.4675,7.8225,FSDEE
0,21.2325,23.4675,7.8225,LiFSI
0,18.9975,25.7025,7.8225,FSDEE
0,21.2325,25.7025,7.8225,LiFSI
0,22.35,22.35,4.47,Li_Metal
0,24.585,24.585,6.705,Li_Metal
0,24.585,24.585,4.47,FSDEE
0,22.35,24.585,6.705,FSDEE
0,24.585,22.35,4.47,LiFSI
0,22.35,24.585,4.47,FSDEE
0,22.35,22.35,6.705,FSDEE
0,23.4675,23.4675,5.5875,FSDEE
0,25.7025,23.4675,5.5875,FSDEE
0,23.4675,25.7025,5.5875,LiFSI
0,23.4675,23.4675,7.8225,FSDEE
0,25.7025,25.7025,5.5875,FSDEE
0,25.7025,23.4675,7.8225,FSDEE
0,23.4675,25.7025,7.8225,FSDEE
0,25.7025,25.7025,7.8225,LiFSI
0,26.82,22.35,4.47,Li_Metal
0,29.055,24.585,6.705,Li_Metal
0,29.055,22.35,6.705,FSDEE
0,26.82,24.585,6.705,FSDEE
0,29.055,22.35,4.47,FSDEE
0,26.82,24.585,4.47,FSDEE
0,26.82,22.35,6.705,FSDEE
0,27.9375,23.4675,5.5875,FSDEE
0,30.1725,23.4675,5.5875,LiFSI
0,27.9375,23.4675,7.8225,LiFSI
0,30.1725,25.7025,5.5875,FSDEE
0,30.1725,23.4675,7.8225,FSDEE
0,27.9375,25.7025,7.8225,FSDEE
0,30.1725,25.7025,7.8225,LiFSI
0,31.29,22.35,4.47,Li_Metal
0,33.525,24.585,6.705,Li_Metal
0,33.525,22.35,6.705,LiFSI
0,31.29,24.585,6.705,LiFSI
0,33.525,22.35,4.47,FSDEE
0,31.29,24.585,4.47,LiFSI
0,31.29,22.35,6.705,FSDEE
0,32.4075,23.4675,5.5875,FSDEE
0,34.6425,23.4675,5.5875,LiFSI
0,32.4075,25.7025,5.5875,FSDEE
0,32.4075,23.4675,7.8225,FSDEE
0,34.6425,25.7025,5.5875,FSDEE
0,34.6425,23.4675,7.8225,FSDEE
0,32.4075,25.7025,7.8225,LiFSI
0,34.6425,25.7025,7.8225,FSDEE
0,35.76,22.35,4.47,Li_Metal
0,37.995,24.585,6.705,Li_Metal
0,37.995,24.585,4.47,FSDEE
0,37.995,22.35,6.705,FSDEE
0,35.76,24.585,6.705,FSDEE
0,37.995,22.35,4.47,LiFSI
0,35.76,24.585,4.47,FSDEE
0,35.76,22.35,6.705,FSDEE
0,36.8775,23.4675,5.5875,LiFSI
0,39.1125,23.4675,5.5875,FSDEE
0,36.8775,23.4675,7.8225,LiFSI
0,36.8775,25.7025,7.8225,FSDEE
0,39.1125,25.7025,7.8225,LiFSI
0,40.23,22.35,4.47,Li_Metal
0,42.465,24.585,6.705,Li_Metal
0,42.465,24.585,4.47,FSDEE
0,42.465,22.35,6.705,LiFSI
0,40.23,24.585,6.705,FSDEE
0,42.465,22.35,4.47,FSDEE
0,40.23,24.585,4.47,LiFSI
0,41.3475,23.4675,5.5875,FSDEE
0,43.5825,23.4675,5.5875,FSDEE
0,41.3475,25.7025,5.5875,FSDEE
0,41.3475,23.4675,7.8225,FSDEE
0,43.5825,25.7025,5.5875,FSDEE
0,43.5825,23.4675,7.8225,FSDEE
0,41.3475,25.7025,7.8225,FSDEE
0,43.5825,25.7025,7.8225,FSDEE
0,0,26.82,4.47,Li_Metal
0,2.235,29.055,6.705,Li_Metal
0,2.235,26.82,6.705,FSDEE
0,0,29.055,6.705,FSDEE
0,0,26.82,6.705,LiFSI
0,1.1175,27.9375,5.5875,LiFSI
0,3.3525,27.9375,5.5875,FSDEE
0,1.1175,30.1725,5.5875,FSDEE
0,1.1175,27.9375,7.8225,FSDEE
0,3.3525,30.1725,5.5875,FSDEE
0,3.3525,27.9375,7.8225,LiFSI
0,1.1175,30.1725,7.8225,LiFSI
0,3.3525,30.1725,7.8225,FSDEE
0,4.47,26.82,4.47,Li_Metal
0,6.705,29.055,6.705,Li_Metal
0,6.705,29.055,4.47,FSDEE
0,6.705,26.82,6.705,FSDEE
0,4.47,29.055,6.705,LiFSI
0,6.705,26.82,4.47,FSDEE
0,4.47,29.055,4.47,FSDEE
0,5.5875,27.9375,5.5875,FSDEE
0,5.5875,30.1725,5.5875,FSDEE
0,5.5875,27.9375,7.8225,FSDEE
0,7.8225,30.1725,5.5875,FSDEE
0,7.8225,27.9375,7.8225,FSDEE
0,5.5875,30.1725,7.8225,LiFSI
0,7.8225,30.1725,7.8225,FSDEE
0,8.94,26.82,4.47,Li_Metal
0,11.175,29.055,6.705,Li_Metal
0,11.175,29.055,4.47,LiFSI
0,11.175,26.82,6.705,FSDEE
0,8.94,29.055,6.705,FSDEE
0,11.175,26.82,4.47,FSDEE
0,8.94,29.055,4.47,FSDEE
0,8.94,26.82,6.705,FSDEE
0,10.0575,27.9375,5.5875,LiFSI
0,10.0575,30.1725,5.5875,FSDEE
0,10.0575,27.9375,7.8225,FSDEE
0,12.2925,30.1725,5.5875,FSDEE
0,12.2925,27.9375,7.8225,FSDEE
0,10.0575,30.1725,7.8225,FSDEE
0,12.2925,30.1725,7.8225,FSDEE
0,13.41,26.82,4.47,Li_Metal
0,15.645,29.055,6.705,Li_Metal
0,15.645,29.055,4.47,FSDEE
0,15.645,26.82,6.705,FSDEE
0,13.41,29.055,6.705,FSDEE
0,15.645,26.82,4.47,FSDEE
0,13.41,29.055,4.47,FSDEE
0,13.41,26.82,6.705,FSDEE
0,14.5275,27.9375,5.5875,FSDEE
0,16.7625,27.9375,5.5875,FSDEE
0,14.5275,30.1725,5.5875,FSDEE
0,14.5275,27.9375,7.8225,FSDEE
0,16.7625,30.1725,5.5875,LiFSI
0,16.7625,27.9375,7.8225,FSDEE
0,16.7625,30.1725,7.8225,FSDEE
0,17.88,26.82,4.47,Li_Metal
0,20.115,29.055,6.705,Li_Metal
0,20.115,29.055,4.47,LiFSI
0,17.88,29.055,6.705,FSDEE
0,20.115,26.82,4.47,FSDEE
0,17.88,29.055,4.47,LiFSI
0,17.88,26.82,6.705,FSDEE
0,18.9975,27.9375,5.5875,FSDEE
0,21.2325,27.9375,5.5875,FSDEE
0,18.9975,30.1725,5.5875,FSDEE
0,21.2325,30.1725,5.5875,FSDEE
0,21.2325,27.9375,7.8225,FSDEE
0,18.9975,30.1725,7.8225,FSDEE
0,21.2325,30.1725,7.8225,FSDEE
0,22.35,26.82,4.47,Li_Metal
0,24.585,29.055,6.705,Li_Metal
0,24.585,29.055,4.47,FSDEE
0,24.585,26.82,6.705,FSDEE
0,22.35,29.055,6.705,LiFSI
0,24.585,26.82,4.47,LiFSI
0,22.35,29.055,4.47,LiFSI
0,22.35,26.82,6.705,FSDEE
0,23.4675,27.9375,5.5875,FSDEE
0,25.7025,27.9375,5.5875,LiFSI
0,23.4675,30.1725,5.5875,FSDEE
0,23.4675,27.9375,7.8225,FSDEE
0,25.7025,30.1725,5.5875,FSDEE
0,25.7025,27.9375,7.8225,LiFSI
0,25.7025,30.1725,7.8225,LiFSI
0,26.82,26.82,4.47,Li_Metal
0,29.055,29.055,6.705,Li_Metal
0,29.055,29.055,4.47,FSDEE
0,29.055,26.82,6.705,FSDEE
0,26.82,29.055,6.705,FSDEE
0,29.055,26.82,4.47,LiFSI
0,26.82,29.055,4.47,LiFSI
0,26.82,26.82,6.705,LiFSI
0,27.9375,27.9375,5.5875,FSDEE
0,30.1725,27.9375,5.5875,FSDEE
0,27.9375,30.1725,5.5875,LiFSI
0,30.1725,27.9375,7.8225,LiFSI
0,27.9375,30.1725,7.8225,FSDEE
0,31.29,26.82,4.47,Li_Metal
0,33.525,29.055,6.705,Li_Metal
0,33.525,26.82,6.705,FSDEE
0,31.29,29.055,6.705,FSDEE
0,31.29,29.055,4.47,FSDEE
0,34.6425,27.9375,5.5875,FSDEE
0,32.4075,30.1725,5.5875,FSDEE
0,32.4075,27.9375,7.8225,LiFSI
0,34.6425,30.1725,5.5875,LiFSI
0,34.6425,27.9375,7.8225,FSDEE
0,32.4075,30.1725,7.8225,FSDEE
0,34.6425,30.1725,7.8225,LiFSI
0,35.76,26.82,4.47,Li_Metal
0,37.995,29.055,6.705,Li_Metal
0,37.995,29.055,4.47,FSDEE
0,37.995,26.82,6.705,FSDEE
0,37.995,26.82,4.47,FSDEE
0,35.76,29.055,4.47,LiFSI
0,35.76,26.82,6.705,FSDEE
0,36.8775,27.9375,5.5875,LiFSI
0,39.1125,27.9375,5.5875,FSDEE
0,36.8775,30.1725,5.5875,FSDEE
0,36.8775,27.9375,7.8225,FSDEE
0,36.8775,30.1725,7.8225,FSDEE
0,40.23,26.82,4.47,Li_Metal
0,42.465,29.055,6.705,Li_Metal
0,42.465,29.055,4.47,LiFSI
0,40.23,29.055,6.705,FSDEE
0,40.23,29.055,4.47,FSDEE
0,40.23,26.82,6.705,FSDEE
0,41.3475,27.9375,5.5875,FSDEE
0,41.3475,30.1725,5.5875,FSDEE
0,41.3475,27.9375,7.8225,FSDEE
0,43.5825,30.1725,5.5875,LiFSI
0,43.5825,27.9375,7.8225,FSDEE
0,41.3475,30.1725,7.8225,FSDEE
0,0,31.29,4.47,Li_Metal
0,2.235,33.525,6.705,Li_Metal
0,2.235,33.525,4.47,FSDEE
0,2.235,31.29,6.705,FSDEE
0,0,33.525,6.705,FSDEE
0,2.235,31.29,4.47,FSDEE
0,0,31.29,6.705,FSDEE
0,1.1175,32.4075,5.5875,FSDEE
0,3.3525,32.4075,5.5875,LiFSI
0,1.1175,32.4075,7.8225,LiFSI
0,3.3525,34.6425,5.5875,FSDEE
0,3.3525,32.4075,7.8225,FSDEE
0,1.1175,34.6425,7.8225,FSDEE
0,3.3525,34.6425,7.8225,FSDEE
0,4.47,31.29,4.47,Li_Metal
0,6.705,33.525,6.705,Li_Metal
0,6.705,33.525,4.47,FSDEE
0,6.705,31.29,6.705,FSDEE
0,4.47,33.525,6.705,FSDEE
0,4.47,33.525,4.47,LiFSI
0,5.5875,32.4075,5.5875,LiFSI
0,7.8225,32.4075,5.5875,LiFSI
0,5.5875,32.4075,7.8225,LiFSI
0,7.8225,34.6425,5.5875,FSDEE
0,7.8225,32.4075,7.8225,LiFSI
0,5.5875,34.6425,7.8225,FSDEE
0,7.8225,34.6425,7.8225,FSDEE
0,8.94,31.29,4.47,Li_Metal
0,11.175,33.525,6.705,Li_Metal
0,11.175,33.525,4.47,FSDEE
0,8.94,33.525,6.705,FSDEE
0,11.175,31.29,4.47,FSDEE
0,8.94,33.525,4.47,FSDEE
0,8.94,31.29,6.705,FSDEE
0,10.0575,32.4075,5.5875,LiFSI
0,12.2925,32.4075,5.5875,FSDEE
0,10.0575,34.6425,5.5875,LiFSI
0,10.0575,32.4075,7.8225,FSDEE
0,12.2925,34.6425,5.5875,LiFSI
0,12.2925,32.4075,7.8225,FSDEE
0,10.0575,34.6425,7.8225,FSDEE
0,12.2925,34.6425,7.8225,FSDEE
0,13.41,31.29,4.47,Li_Metal
0,15.645,33.525,6.705,Li_Metal
0,15.645,33.525,4.47,FSDEE
0,13.41,33.525,6.705,FSDEE
0,15.645,31.29,4.47,FSDEE
0,13.41,33.525,4.47,LiFSI
0,13.41,31.29,6.705,FSDEE
0,16.7625,32.4075,5.5875,FSDEE
0,14.5275,34.6425,5.5875,LiFSI
0,16.7625,32.4075,7.8225,FSDEE
0,14.5275,34.6425,7.8225,FSDEE
0,16.7625,34.6425,7.8225,FSDEE
0,17.88,31.29,4.47,Li_Metal
0,20.115,33.525,6.705,Li_Metal
0,20.115,31.29,6.705,FSDEE
0,17.88,33.525,6.705,FSDEE
0,20.115,31.29,4.47,LiFSI
0,17.88,33.525,4.47,LiFSI
0,17.88,31.29,6.705,LiFSI
0,18.9975,32.4075,5.5875,FSDEE
0,21.2325,32.4075,5.5875,FSDEE
0,18.9975,32.4075,7.8225,LiFSI
